年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,30,15,55,臺中市,東區,0,0,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,17,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,8,C03,,,3
2018,12,30,15,55,臺中市,新社區,0,1,0,8,1,5,40,11,13,1,5,4,5,7,4,4,5,5,5,1,20,43,2,9,1,1,C02,7,9,1,9,2,12,  ,43,43,1,22,8,C02,24.120621,120.887283,2
2018,12,30,15,56,臺中市,太平區,0,0,0,8,1,5,50,4,9,1,5,4,5,7,2,1,5,4,5,1,16,10,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,10,10,1,21,  ,B03,24.134776,120.7322,3
2018,12,30,15,59,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,7,2,9,3,4,C03,7,7,1,10,2,14,  ,7,7,1,22,9,C03,24.153499,120.685215,2
2018,12,30,16,5,臺中市,北區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,   ,,,8,,10,,,66,,1,  ,,   ,24.159892,120.697276,3
2018,12,30,16,8,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,1,23,3,10,1,1,B12,7,5,1,8,2,1,  ,23,23,1,21,8,B12,24.146703,120.661633,2
2018,12,30,16,10,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,5,,B12,24.156267,120.694281,3
2018,12,30,16,12,臺中市,中區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,4,  ,19,19,1,5,6,B03,24.147931,120.679583,2
2018,12,30,16,12,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,  ,  ,  ,  ,C03,  ,  ,1,10,2,  ,  ,23,23,1,11,  ,C03,24.154923,120.630805,3
2018,12,30,16,13,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,21,,C03,24.196558,120.513001,3
2018,12,30,16,21,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,2,  ,6,6,1,22,8,B03,24.237092,120.655194,2
2018,12,30,16,26,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,2,23,3,10,1,1,B03,7,9,1,8,2,5,  ,23,23,1,21,8,B03,24.148973,120.685937,2
2018,12,30,16,29,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,  ,6,6,1,12,1,C03,24.255795,120.529252,2
2018,12,30,16,35,臺中市,沙鹿區,0,1,0,8,1,5,50,11,9,1,5,4,5,1,4,4,9,5,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,12,  ,23,23,1,4,8,C03,24.25202,120.588751,2
2018,12,30,16,41,臺中市,大雅區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,25,,1,  ,,C03,24.222239,120.653585,3
2018,12,30,16,45,臺中市,東勢區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,  ,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,16,16,1,9,  ,B12,24.189753,120.598745,3
2018,12,30,16,48,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.148898,120.64548,3
2018,12,30,16,53,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,6,,1,21,,B02,24.151454,120.672578,3
2018,12,30,17,0,臺中市,西區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,1,2,5,  ,6,6,1,5,8,B03,24.153675,120.663121,2
2018,12,30,17,4,臺中市,南區,0,1,0,8,1,5,50,15,9,1,5,4,5,7,4,4,10,4,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,  ,23,23,1,22,9,C03,24.118561,120.660778,2
2018,12,30,17,5,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,8,3,10,1,1,C03,7,5,1,10,2,11,  ,8,8,1,5,5,C03,24.15255,120.66059,2
2018,12,30,17,5,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,  ,1,21,  ,B03,24.112846,120.669873,3
2018,12,30,17,5,臺中市,大肚區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,26,2,9,1,1,C03,7,9,1,10,2,12,  ,26,26,1,21,8,C03,24.150536,120.545531,2
2018,12,30,17,6,臺中市,大雅區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,17,23,2,8,1,1,C03,7,9,1,10,2,12,  ,23,23,1,22,8,C03,24.235505,120.635868,2
2018,12,30,17,11,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B01,7,5,1,1,2,8,  ,6,6,1,22,8,B01,24.142288,120.684462,2
2018,12,30,17,15,臺中市,北屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,43,3,10,3,4,B03,7,9,1,7,2,2,  ,43,43,1,21,8,B03,24.173843,120.671438,2
2018,12,30,17,17,臺中市,清水區,0,1,0,7,3,5,40,14,9,1,5,4,5,7,4,4,10,4,5,1,18,43,2,9,3,4,F01,7,9,8,20,7,15,  ,43,43,1,21,8,F01,24.301968,120.602121,2
2018,12,30,17,29,臺中市,烏日區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,21,,B12,24.10316,120.618814,3
2018,12,30,17,35,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,27,,,,,B03,,,1,,2,,,23,27,1,  ,,B03,24.148403,120.634695,3
2018,12,30,17,41,臺中市,大里區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,4,1,13,23,2,8,1,1,B12,7,9,6,8,7,5,  ,23,23,1,4,8,B12,24.089376,120.694529,2
2018,12,30,17,43,臺中市,大肚區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,19,,1,22,,B12,24.13452,120.553522,4
2018,12,30,17,46,臺中市,新社區,0,1,0,8,3,5,40,4,9,1,5,4,5,7,3,1,4,5,5,1,15,6,3,10,1,1,B03,7,9,1,8,2,5,  ,6,6,1,22,9,B03,24.202876,120.815823,2
2018,12,30,17,55,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,21,,B12,24.147123,120.674112,3
2018,12,30,18,1,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B12,  ,  ,1,  ,2,  ,  ,12,  ,1,21,  ,B12,24.131448,120.677903,3
2018,12,30,18,3,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.247432,120.605939,3
2018,12,30,18,4,臺中市,西區,0,3,0,8,3,5,40,4,1,1,5,4,5,3,4,4,10,5,5,2,15,6,2,9,1,1,C04,7,9,1,11,2,12,  ,6,6,1,5,8,C04,24.12961,120.66315,2
2018,12,30,18,15,臺中市,霧峰區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.066663,120.700203,3
2018,12,30,18,15,臺中市,龍井區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.182908,120.593025,2
2018,12,30,18,16,臺中市,大甲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,4,,B03,24.344475,120.622573,3
2018,12,30,18,21,臺中市,南屯區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.141881,120.63737,3
2018,12,30,18,27,臺中市,北區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.160948,120.675412,3
2018,12,30,18,38,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,3,  ,  ,  ,C03,  ,  ,1,  ,2,  ,  ,16,16,  ,5,  ,C03,24.152547,120.656665,3
2018,12,30,18,38,臺中市,東區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,,4,4,4,5,2,29,23,3,10,1,1,B02,7,7,1,8,2,2,  ,23,23,1,21,8,B02,24.139216,120.686096,3
2018,12,30,18,38,臺中市,沙鹿區,0,3,0,8,3,5,60,14,7,1,5,4,5,7,4,4,1,3,1,1,13,23,3,10,1,1,B03,7,9,1,8,2,8,  ,23,23,1,11,8,B03,24.238378,120.567658,2
2018,12,30,18,40,臺中市,潭子區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,22,,B12,24.188306,120.70214,3
2018,12,30,18,44,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,42,3,10,1,1,B03,7,6,1,8,2,5,  ,42,42,1,21,8,B03,24.135079,120.676912,2
2018,12,30,18,45,臺中市,北屯區,0,1,0,8,3,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,5,  ,15,15,1,21,8,B03,24.171889,120.687639,2
2018,12,30,18,46,臺中市,西區,0,1,0,8,3,5,50,3,18,1,5,4,5,7,1,1,10,5,5,2,9,15,3,10,1,1,B03,7,5,1,8,2,5,  ,15,15,1,5,7,B03,24.149028,120.657352,2
2018,12,30,18,46,臺中市,北屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,5,2,13,7,2,9,3,4,C03,7,7,1,10,2,11,  ,7,7,1,21,8,C03,24.172053,120.710871,2
2018,12,30,19,0,臺中市,大安區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,29,21,2,9,1,1,C03,7,9,6,18,8,12,  ,21,21,1,20,8,C03,24.376453,120.608712,2
2018,12,30,19,1,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,26,26,1,  ,  ,B03,24.146522,120.686108,3
2018,12,30,19,3,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,23,,1,22,,A02,24.176426,120.650181,3
2018,12,30,19,10,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.229189,120.574438,3
2018,12,30,19,19,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,  ,,B12,24.105438,120.701043,3
2018,12,30,19,21,臺中市,豐原區,0,0,0,7,3,2,50,14,9,1,5,4,5,7,1,1,3,3,5,1,13,45,3,10,1,1,B03,7,9,1,8,2,1,  ,45,45,1,9,8,B03,24.268222,120.749458,3
2018,12,30,19,29,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,42,,1,22,,B12,24.157084,120.617021,3
2018,12,30,19,30,臺中市,后里區,0,0,0,8,,,60,,,,,,,,,,,,,,,26,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,26,26,1,  ,  ,B03,24.282336,120.722448,3
2018,12,30,19,32,臺中市,大雅區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,3,1,10,4,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,22,9,B03,24.216524,120.666766,2
2018,12,30,19,40,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,21,  ,B03,24.267393,120.574864,3
2018,12,30,19,45,臺中市,南屯區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,8,19,19,1,5,5,B03,24.140472,120.642851,3
2018,12,30,19,55,臺中市,大肚區,0,0,0,8,3,5,50,3,8,1,5,4,5,7,4,4,5,4,4,2,17,17,3,10,1,1,B03,7,9,1,7,6,2,  ,17,17,1,21,8,B03,24.154909,120.544301,3
2018,12,30,20,6,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,12,  ,5,  ,B03,24.152211,120.662921,3
2018,12,30,20,12,臺中市,東區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,23,3,10,1,1,A04,7,1,1,2,2,4,  ,23,23,1,10,8,A04,,,3
2018,12,30,20,27,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,23,,1,22,,B02,24.189105,120.615591,3
2018,12,30,20,34,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,  ,  ,B03,24.175766,120.640351,3
2018,12,30,20,43,臺中市,北屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,1,1,B02,7,6,1,4,2,5,  ,26,26,1,5,8,B02,24.17291,120.698131,2
2018,12,30,21,4,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B01,7,9,1,8,2,2,  ,6,6,1,10,8,B01,24.142933,120.682102,2
2018,12,30,21,5,臺中市,太平區,0,3,0,8,3,5,40,4,1,1,5,4,5,7,4,4,5,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,14,  ,6,6,1,18,8,C03,24.141428,120.723862,2
2018,12,30,21,5,臺中市,大雅區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,1,12,16,2,9,1,1,C03,7,9,1,10,2,14,  ,16,16,1,22,9,C03,24.222901,120.645043,2
2018,12,30,21,11,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,22,,B12,24.165371,120.64406,3
2018,12,30,21,21,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,24.192096,120.701767,3
2018,12,30,21,25,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,  ,,B12,24.138425,120.71449,3
2018,12,30,21,40,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,8,  ,15,15,1,2,9,B03,24.152647,120.659691,2
2018,12,30,21,42,臺中市,龍井區,0,1,0,7,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,2,8,  ,25,25,1,18,8,B03,24.184469,120.585067,2
2018,12,30,21,43,臺中市,南屯區,0,1,0,8,3,5,40,14,7,1,5,4,5,7,4,4,9,5,4,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,  ,19,19,1,4,8,B03,24.134101,120.64394,2
2018,12,30,22,4,臺中市,龍井區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,4,2,9,1,1,C03,7,6,1,10,8,11,  ,4,4,1,12,8,C03,24.202568,120.547924,2
2018,12,30,22,6,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,  ,,B03,24.184611,120.645421,3
2018,12,30,22,10,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,  ,23,23,1,5,8,C03,24.154495,120.709533,2
2018,12,30,22,15,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,  ,6,6,1,22,9,B03,24.155009,120.678238,2
2018,12,30,22,57,臺中市,中區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,43,2,8,1,1,B03,7,9,1,8,2,5,  ,43,43,1,21,8,B03,24.145353,120.676241,2
2018,12,30,23,0,臺中市,西屯區,0,0,0,8,3,5,50,14,8,1,5,4,5,7,1,1,9,4,4,2,12,23,3,10,3,4,B03,7,9,1,8,2,15,  ,43,23,1,22,9,B03,24.182369,120.644858,3
2018,12,30,23,3,臺中市,沙鹿區,0,2,0,7,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,18,9,C03,24.222737,120.577713,2
2018,12,30,23,7,臺中市,北區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,23,,1,10,,B01,24.161588,120.671426,3
2018,12,30,23,13,臺中市,大甲區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,21,8,B03,24.350901,120.62744,2
2018,12,30,23,16,臺中市,南屯區,0,0,0,8,3,5,40,,1,1,5,4,5,7,4,4,10,5,5,2,16,8,3,10,1,1,C03,7,5,1,10,2,14,  ,8,8,1,22,8,C03,24.147697,120.61536,3
2018,12,30,23,36,臺中市,霧峰區,0,3,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,18,8,C03,24.078293,120.713131,2
2018,12,30,23,37,臺中市,北區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,13,13,2,9,1,1,C03,7,9,1,10,2,11,  ,13,13,1,22,9,C03,24.149814,120.675622,2
2018,12,30,23,50,臺中市,烏日區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,,,4
2018,12,31,0,36,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,4,2,9,1,1,C03,7,15,1,10,2,14,  ,4,4,1,21,8,C03,24.144645,120.676187,2
2018,12,31,0,36,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,4,2,12,6,3,10,1,1,B02,7,5,1,8,2,1,  ,6,6,1,21,8,B02,24.174694,120.644353,2
2018,12,31,1,2,臺中市,梧棲區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,1,15,6,3,10,3,4,H03,8,20,8,20,2,16,  ,67,6,1,21,8,H03,24.254508,120.528833,2
2018,12,31,1,14,臺中市,西屯區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,  ,22,,B03,24.169112,120.639288,3
2018,12,31,1,27,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,3,,2,,,6,,1,12,,B03,24.197678,120.563531,3
2018,12,31,1,50,臺中市,西屯區,0,0,0,8,,,80,,,,5,,,,,,,,,,,7,  ,  ,  ,  ,B03,  ,  ,1,8,2,  ,  ,7,7,1,  ,  ,B03,24.177264,120.634566,3
2018,12,31,2,22,臺中市,大甲區,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,5,5,5,2,10,42,2,9,1,1,C03,7,9,1,10,2,11,  ,42,42,1,21,8,C03,24.353401,120.636054,2
2018,12,31,2,33,臺中市,西屯區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,23,,1,21,,B02,24.176339,120.634125,3
2018,12,31,2,44,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,22,  ,B03,24.187129,120.702159,3
2018,12,31,3,39,臺中市,北區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,9,2,11,  ,23,23,1,22,9,C03,24.167924,120.680864,2
2018,12,31,3,47,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,6,,8,,,21,,1,  ,,B03,24.149589,120.623045,3
2018,12,31,6,8,臺中市,潭子區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,24.191971,120.701901,3
2018,12,31,6,10,臺中市,北屯區,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,1,2,5,2,13,23,3,10,3,4,B03,7,9,3,18,2,5,  ,23,23,1,5,8,B03,24.171555,120.691394,2
2018,12,31,6,11,臺中市,大雅區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,4,5,1,15,25,2,9,1,1,C03,7,9,1,10,2,14,  ,25,25,1,22,9,C03,24.234787,120.636451,2
2018,12,31,6,51,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,10,3,10,1,1,B03,7,11,1,8,2,8,  ,10,10,1,21,8,B03,24.186653,120.604161,2
2018,12,31,6,52,臺中市,太平區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,4,5,1,12,26,3,10,1,1,B12,7,4,1,8,2,6,  ,26,26,1,21,1,B12,24.140181,120.712004,2
2018,12,31,7,17,臺中市,龍井區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,19,2,9,1,4,C03,7,1,3,18,2,11,  ,19,19,1,22,8,C03,24.180983,120.583767,2
2018,12,31,7,40,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,43,2,9,1,1,C03,7,9,1,10,2,11,12,43,43,1,5,8,C03,24.162683,120.721426,2
2018,12,31,7,40,臺中市,大里區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,3,1,9,4,4,2,12,42,3,10,3,4,B03,7,9,1,8,2,5,  ,42,42,1,21,8,B03,24.111668,120.694225,2
2018,12,31,7,50,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,5,1,10,2,11,  ,25,25,1,22,9,C03,24.251451,120.701225,2
2018,12,31,7,50,臺中市,潭子區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,3,5,1,11,6,2,9,4,5,F03,7,7,8,20,2,16,  ,6,6,1,22,1,F03,24.210637,120.709108,2
2018,12,31,8,10,臺中市,南屯區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,42,,1,22,,A12,24.145299,120.614878,3
2018,12,31,8,17,臺中市,中區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,9,9,B03,24.144691,120.681596,2
2018,12,31,8,17,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,22,,C03,24.092971,120.70014,3
2018,12,31,8,30,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.140506,120.622445,3
2018,12,31,8,30,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,  ,  ,,   ,24.084045,120.705943,3
2018,12,31,8,54,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,3,4,B03,7,9,1,8,2,1,  ,23,23,1,21,8,B03,24.201321,120.663728,2
2018,12,31,9,3,臺中市,清水區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.270255,120.56765,3
2018,12,31,9,3,臺中市,神岡區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,F01,,,8,,2,,,4,,1,  ,,F01,24.247125,120.686238,3
2018,12,31,9,19,臺中市,沙鹿區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,1,  ,6,6,1,9,8,B12,24.228859,120.573797,2
2018,12,31,9,30,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,8,,1,6,,B02,24.011778,120.697351,3
2018,12,31,9,30,臺中市,大雅區,0,1,0,8,1,5,40,11,9,1,5,4,5,7,4,4,10,5,5,2,11,5,3,10,1,1,C03,7,9,1,10,2,14,  ,5,5,1,22,9,C03,24.209844,120.625799,2
2018,12,31,9,40,臺中市,龍井區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,12,23,3,10,1,1,B12,7,9,1,8,2,8,  ,23,23,1,12,8,B12,24.19663,120.546851,2
2018,12,31,9,40,臺中市,沙鹿區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C04,,,1,,2,,,23,,1,19,,C04,24.237112,120.558555,3
2018,12,31,9,44,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,2,  ,26,26,1,22,8,B03,24.151794,120.677393,2
2018,12,31,9,47,臺中市,烏日區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,21,,B03,24.104181,120.638714,3
2018,12,31,9,59,臺中市,東勢區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,3,,,18,,1,9,,B03,24.256796,120.828621,3
2018,12,31,10,0,臺中市,龍井區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,24.188487,120.593463,3
2018,12,31,10,6,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,23,2,9,1,1,C03,7,8,1,10,2,11,  ,23,23,1,22,8,C03,24.168475,120.640326,2
2018,12,31,10,30,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,2,9,1,1,F01,7,9,8,20,2,16,  ,26,26,1,21,8,F01,24.17106,120.6942,2
2018,12,31,10,30,臺中市,新社區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,3,5,1,14,12,3,10,1,1,B03,7,2,1,8,2,3,  ,12,12,1,22,9,B03,24.243683,120.808146,2
2018,12,31,10,40,臺中市,沙鹿區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,23,3,10,1,1,B12,7,5,1,8,2,4,  ,44,23,1,21,3,B12,24.213379,120.571833,2
2018,12,31,10,43,臺中市,清水區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.280161,120.58049,3
