年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分_類別,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
2018,12,29,21,53,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.172356,120.645271,3
2018,12,29,21,54,臺中市,北屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,16,10,3,10,3,4,B03,7,11,1,8,2,4,  ,10,10,1,21,8,B03,24.185678,120.663064,2
2018,12,29,21,57,臺中市,烏日區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,5,5,1,18,43,2,9,1,1,C03,7,9,1,10,2,14,  ,43,43,1,21,8,C03,24.119437,120.617022,2
2018,12,29,22,2,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,4,3,4,2,18,42,2,9,1,1,C03,7,9,1,10,2,12,  ,42,42,1,21,8,C03,24.174626,120.648723,2
2018,12,29,22,14,臺中市,中區,0,3,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,12,7,2,7,1,1,C03,7,7,1,10,2,14,  ,7,7,1,2,9,C03,24.142631,120.67417,2
2018,12,29,22,15,臺中市,太平區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,21,2,9,1,1,C03,7,6,1,10,7,12,  ,21,21,1,4,8,C03,24.153766,120.718377,2
2018,12,29,22,15,臺中市,龍井區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,21,,B03,24.186283,120.577443,3
2018,12,29,22,20,臺中市,龍井區,0,2,0,7,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,  ,25,25,1,21,8,C03,24.184716,120.58484,2
2018,12,29,22,21,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,17,23,2,9,1,1,C03,7,9,1,10,2,15,  ,23,23,1,3,8,C03,24.092084,120.703556,2
2018,12,29,22,30,臺中市,西屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,24.168061,120.637865,3
2018,12,29,22,30,臺中市,梧棲區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,2,,B03,24.248684,120.538554,3
2018,12,29,22,39,臺中市,西區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,  ,6,6,1,21,8,B03,24.146771,120.649892,2
2018,12,29,22,43,臺中市,沙鹿區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,3,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.244683,120.613221,2
2018,12,29,23,5,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B01,7,5,1,4,2,8,  ,6,6,1,21,8,B01,24.143828,120.680977,2
2018,12,29,23,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,3,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,3,3,1,  ,  ,B03,24.1758,120.644056,3
2018,12,29,23,25,臺中市,北屯區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,8,  ,6,6,1,5,8,B03,24.170178,120.71861,2
2018,12,29,23,28,臺中市,北區,0,2,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,15,  ,6,6,1,5,8,C03,24.15396,120.697413,2
2018,12,29,23,39,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,4,C03,7,9,1,10,2,12,  ,6,6,1,18,8,C03,24.161617,120.680944,2
2018,12,29,23,45,臺中市,太平區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,1,  ,,   ,24.15426,120.704128,3
2018,12,30,0,5,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,18,21,2,9,1,1,F02,7,9,8,20,8,16,  ,21,21,1,12,8,F02,24.122616,120.720775,2
2018,12,30,0,9,臺中市,南區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,26,2,9,1,1,C03,7,15,1,10,2,14,  ,26,26,1,21,8,C03,24.130483,120.661901,2
2018,12,30,0,27,臺中市,西屯區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,  ,9,9,1,21,8,B03,24.171956,120.63478,2
2018,12,30,0,44,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B03,7,9,1,10,2,2,  ,6,6,1,21,8,B03,24.172384,120.675109,2
2018,12,30,0,48,臺中市,北區,0,0,,8,3,5,40,,,,,,,,,,,,,,,,,,,,   ,,,7,,11,,,43,,  ,  ,,   ,24.147368,120.686152,3
2018,12,30,1,1,臺中市,外埔區,0,1,0,8,3,5,70,5,1,1,5,4,5,7,1,1,1,2,5,1,23,22,2,1,1,1,B03,7,9,1,8,2,5,  ,22,22,1,21,8,B03,24.320118,120.667556,2
2018,12,30,1,15,臺中市,大肚區,0,2,0,7,3,5,50,11,9,1,5,4,5,1,4,4,5,5,5,1,11,17,2,9,1,1,C03,7,6,1,10,2,11,  ,17,17,1,17,8,C03,24.152008,120.573958,2
2018,12,30,2,19,臺中市,北區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,1,1,1,2,5,2,17,40,3,10,3,4,B03,7,14,1,8,2,2,  ,40,40,1,5,8,B03,24.173412,120.676092,2
2018,12,30,2,25,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,7,3,4,B12,7,9,1,8,2,8,  ,25,25,1,21,8,B12,24.176891,120.7193,2
2018,12,30,2,40,臺中市,西屯區,0,0,0,8,3,5,50,,,,,,,,,,,,,,,42,  ,  ,  ,  ,B03,  ,  ,1,  ,2,2,  ,42,42,1,21,  ,B03,24.176025,120.635351,3
2018,12,30,2,43,臺中市,神岡區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,18,21,2,9,1,1,C03,7,9,1,10,8,11,12,21,21,1,9,8,C03,24.276406,120.683145,2
2018,12,30,3,50,臺中市,南屯區,0,2,0,8,3,5,40,4,20,1,5,4,5,7,2,1,10,5,5,2,18,13,2,9,3,4,C03,7,9,1,10,2,11,  ,13,13,1,22,9,C03,24.149504,120.623117,2
2018,12,30,5,8,臺中市,北屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,25,,1,5,,B12,24.201271,120.687141,3
2018,12,30,5,28,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,  ,6,6,1,22,5,B03,24.170409,120.647311,2
2018,12,30,6,6,臺中市,南區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,9,5,4,2,14,12,3,10,1,1,B12,7,2,1,8,2,6,  ,12,12,1,5,8,B12,24.126291,120.66106,2
2018,12,30,6,15,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,10,4,2,9,3,4,C03,7,9,1,10,2,11,  ,4,4,1,5,4,C03,24.139978,120.649089,2
2018,12,30,6,50,臺中市,神岡區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,8,,1,21,,C03,24.276325,120.683056,4
2018,12,30,7,20,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,  ,6,6,1,22,9,C03,24.228885,120.710198,2
2018,12,30,7,30,臺中市,大肚區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,4,C03,7,9,1,10,2,11,  ,16,16,1,5,1,C03,24.172525,120.582792,2
2018,12,30,7,40,臺中市,霧峰區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,26,42,2,9,1,1,B03,7,9,1,8,2,1,  ,42,42,1,21,5,B03,24.073935,120.663154,2
2018,12,30,8,10,臺中市,清水區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B12,7,2,1,8,2,3,  ,12,12,1,21,8,B12,24.281825,120.552739,2
2018,12,30,8,15,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,  ,6,6,1,9,7,C03,24.126316,120.723261,2
2018,12,30,8,19,臺中市,神岡區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,4,5,1,18,42,2,9,1,1,C03,7,9,1,10,2,12,  ,42,42,1,23,8,C03,24.246851,120.686511,2
2018,12,30,8,32,臺中市,新社區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,1,B03,7,6,1,8,2,8,  ,6,6,1,22,8,B03,24.202987,120.79748,2
2018,12,30,8,44,臺中市,大里區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B01,,,1,,11,,,23,,1,22,,B01,24.107876,120.699617,3
2018,12,30,8,55,臺中市,龍井區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,18,,1,5,,B12,24.194605,120.546313,3
2018,12,30,8,59,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.13466,120.676597,4
2018,12,30,9,11,臺中市,大甲區,0,1,0,8,1,5,60,14,7,1,5,4,5,7,4,4,1,4,4,1,13,16,3,10,3,4,A31,7,9,1,1,2,1,  ,16,16,1,10,8,A31,24.359628,120.629924,2
2018,12,30,9,12,臺中市,南區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,3,43,3,10,1,1,C03,7,9,1,10,2,11,  ,43,43,1,21,8,C03,24.132977,120.679405,2
2018,12,30,9,21,臺中市,大里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,17,,1,22,,C03,24.09272,120.69032,4
2018,12,30,9,25,臺中市,大肚區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,1,10,2,14,  ,25,25,1,3,8,C03,24.151048,120.54059,2
2018,12,30,9,30,臺中市,沙鹿區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,  ,9,9,1,5,8,B03,24.234802,120.55895,2
2018,12,30,9,45,臺中市,南區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,5,2,13,23,3,10,1,1,B03,7,15,1,8,2,1,  ,23,23,1,22,8,B03,24.114175,120.670126,3
2018,12,30,9,45,臺中市,后里區,0,1,0,8,1,5,40,3,2,1,5,4,5,1,4,4,5,5,5,2,11,14,2,9,1,1,C03,7,6,1,10,2,15,  ,14,14,1,21,9,C03,24.3125,120.69168,2
2018,12,30,9,50,臺中市,西區,0,2,0,8,1,5,40,3,2,1,5,4,5,7,4,4,5,2,5,1,16,8,3,10,1,1,C03,7,5,1,10,2,14,  ,8,8,1,21,8,C03,24.139576,120.674779,2
2018,12,30,9,52,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C04,7,9,1,8,2,11,  ,25,25,1,21,8,C04,24.133583,120.675308,2
2018,12,30,10,14,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,16,25,2,9,1,1,C03,7,6,1,10,2,12,  ,25,25,1,21,8,C03,24.17478,120.683603,2
2018,12,30,10,27,臺中市,西屯區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.168756,120.639749,3
2018,12,30,10,28,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,4,,B03,24.31578,120.681895,3
2018,12,30,10,30,臺中市,沙鹿區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,1,10,2,12,  ,25,25,1,21,8,C03,24.248891,120.56481,2
2018,12,30,10,41,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,8,1,1,C03,7,5,1,10,2,12,  ,8,8,1,21,8,C03,24.26834,120.544277,2
2018,12,30,10,43,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,5,,B03,24.167973,120.654086,3
2018,12,30,10,44,臺中市,南屯區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,5,,1,5,,B03,24.139679,120.640016,3
2018,12,30,10,50,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,  ,6,6,1,22,8,B03,24.161228,120.694972,2
2018,12,30,10,55,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,5,1,10,2,12,  ,6,6,1,21,8,C03,24.346219,120.616019,2
2018,12,30,11,6,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,C03,7,9,1,10,2,12,  ,25,25,1,21,8,C03,24.1284,120.68248,2
2018,12,30,11,7,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.182056,120.599915,3
2018,12,30,11,10,臺中市,清水區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,9,4,5,1,16,23,3,10,1,1,C03,7,14,1,10,2,14,  ,38,23,1,5,8,C03,24.268841,120.575126,2
2018,12,30,11,13,臺中市,南屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,18,,B03,24.149593,120.615898,3
2018,12,30,11,13,臺中市,烏日區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,22,,B12,24.11166,120.616113,3
2018,12,30,11,14,臺中市,清水區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,12,,B03,24.215029,120.57699,3
2018,12,30,11,20,臺中市,霧峰區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,24.03702,120.665754,3
2018,12,30,11,23,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,13,1,2,8,1,1,C03,7,4,1,10,2,13,  ,1,1,1,21,8,C03,24.182425,120.710751,2
2018,12,30,11,31,臺中市,沙鹿區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,  ,6,6,1,12,8,B03,24.206918,120.574347,2
2018,12,30,11,32,臺中市,后里區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,4,1,16,9,3,10,1,1,B03,7,6,1,8,2,6,  ,9,9,1,4,8,B03,24.300302,120.723131,2
2018,12,30,11,36,臺中市,北屯區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,  ,,B03,24.163115,120.71953,3
2018,12,30,11,39,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,42,3,10,3,4,B03,7,15,7,19,2,6,  ,42,42,1,5,8,B03,24.13732,120.692741,2
2018,12,30,11,40,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,  ,  ,  ,  ,C03,  ,  ,4,  ,2,  ,  ,17,17,1,22,  ,C03,24.15357,120.651341,3
2018,12,30,11,49,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,  ,,B03,24.250195,120.58489,3
2018,12,30,11,50,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,  ,,B03,24.182253,120.615122,3
2018,12,30,11,53,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,23,,1,5,,B03,24.164833,120.723032,3
2018,12,30,11,55,臺中市,西區,0,0,,8,1,5,50,14,9,5,5,4,5,7,4,4,5,4,5,2,12,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.150815,120.664873,3
2018,12,30,11,59,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,2,5,2,17,26,3,10,1,1,B03,7,11,1,8,2,8,  ,26,26,1,5,7,B03,24.146748,120.661212,2
2018,12,30,12,12,臺中市,西屯區,0,2,0,8,1,5,40,14,9,5,5,4,5,7,4,4,10,5,5,2,16,7,2,9,1,1,F01,7,7,8,20,2,16,  ,7,7,1,22,8,F01,24.168645,120.646433,2
2018,12,30,12,16,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,2,5,2,13,44,2,9,3,4,C03,7,9,1,10,2,11,  ,44,44,1,21,8,C03,24.183521,120.686351,2
2018,12,30,12,18,臺中市,烏日區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,19,,1,  ,,B02,24.113845,120.615561,3
2018,12,30,12,26,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,6,  ,6,6,1,21,8,B03,24.151173,120.657388,2
2018,12,30,12,26,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,5,1,15,25,2,9,1,1,C03,7,9,3,18,2,11,  ,25,25,1,4,8,C03,24.269061,120.573614,2
2018,12,30,12,28,臺中市,霧峰區,0,0,,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,21,,B03,24.057705,120.687191,3
2018,12,30,12,30,臺中市,新社區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,6,,2,,,23,,1,22,,B03,24.159768,120.862648,3
2018,12,30,12,43,臺中市,烏日區,0,1,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,4,4,1,13,21,2,9,1,1,C03,7,9,1,10,8,11,  ,21,21,1,21,8,C03,24.094806,120.653816,2
2018,12,30,12,49,臺中市,梧棲區,0,0,,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,4,,B03,24.253011,120.528347,3
2018,12,30,12,50,臺中市,西區,0,0,,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,,,,,,B03,,,1,,2,,,7,,1,20,,B03,24.143442,120.664992,3
2018,12,30,12,55,臺中市,大肚區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,3,,B03,24.152918,120.533779,3
2018,12,30,13,0,臺中市,西區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,C02,,,1,,1,,,4,,1,21,,C02,24.138043,120.655328,3
2018,12,30,13,20,臺中市,沙鹿區,0,0,,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,4,,B03,24.249905,120.578258,3
2018,12,30,13,24,臺中市,后里區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,24.32384,120.701108,3
2018,12,30,13,28,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,  ,1,21,  ,B03,24.134813,120.682693,3
2018,12,30,13,43,臺中市,大肚區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,8,3,10,1,4,B03,7,5,1,8,2,5,  ,8,8,1,22,8,B03,24.171641,120.580169,2
2018,12,30,13,49,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,3,5,1,2,23,3,10,1,1,B03,7,9,1,8,2,1,  ,23,23,1,22,1,B03,24.207718,120.70326,2
2018,12,30,14,0,臺中市,南區,0,2,0,8,1,5,50,15,9,1,5,4,5,7,4,4,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,21,8,C03,24.113083,120.65594,2
2018,12,30,14,3,臺中市,西屯區,0,1,0,8,1,5,70,3,1,1,5,4,5,7,4,4,10,5,5,2,16,43,2,9,1,1,C03,7,9,1,10,2,14,  ,43,43,1,22,8,C03,24.177571,120.627176,2
2018,12,30,14,6,臺中市,北屯區,0,0,,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,24.180911,120.671111,3
2018,12,30,14,6,臺中市,北屯區,0,2,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,42,2,9,1,1,C03,7,4,1,10,2,12,  ,1,42,1,5,8,C03,24.180863,120.671124,2
2018,12,30,14,20,臺中市,大甲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,3,10,1,1,C03,7,6,1,10,2,13,  ,6,6,1,19,8,C03,24.345423,120.622893,2
2018,12,30,14,34,臺中市,北屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,1,2,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,15,  ,12,12,1,21,8,B03,24.182731,120.692056,2
2018,12,30,14,39,臺中市,東區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,14,  ,6,6,1,5,8,C03,24.149473,120.692838,2
2018,12,30,14,40,臺中市,龍井區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,10,,B12,24.181186,120.593672,3
2018,12,30,14,52,臺中市,北區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,8,3,5,2,12,7,2,9,1,1,C03,7,7,1,10,2,13,  ,7,7,1,9,8,C03,24.164897,120.672301,2
2018,12,30,15,0,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,5,2,12,6,3,10,3,4,B01,7,8,1,3,2,2,  ,6,6,1,21,8,B01,24.201468,120.685825,2
2018,12,30,15,2,臺中市,潭子區,0,0,,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,10,23,,,,,B03,,,1,,2,,,44,23,2,22,,B03,24.227567,120.709905,3
2018,12,30,15,9,臺中市,神岡區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,18,13,2,9,1,1,C03,7,9,1,10,2,12,  ,13,13,1,22,9,C03,24.26323,120.69883,2
2018,12,30,15,11,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,  ,25,25,1,5,8,B03,24.13914,120.649901,2
2018,12,30,15,16,臺中市,西區,0,0,0,8,,,0,,,,,,,,,,,,,,,,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,  ,  ,21,  ,B03,24.146664,120.661661,3
2018,12,30,15,23,臺中市,西屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,24.162438,120.62564,3
2018,12,30,15,25,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,2,3,1,1,B03,7,9,3,18,2,1,3,23,23,1,21,8,B03,24.171381,120.685378,2
2018,12,30,15,30,臺中市,太平區,,,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.139147,120.710647,3
2018,12,30,15,35,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,4,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,  ,6,6,1,5,8,C03,24.117945,120.625581,2
2018,12,30,15,35,臺中市,石岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,23,23,1,9,  ,B03,24.278205,120.766883,3
2018,12,30,15,39,臺中市,豐原區,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,60,,  ,  ,,B03,24.254867,120.729483,3
2018,12,30,15,40,臺中市,西區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,C03,7,9,1,10,2,14,  ,23,6,1,21,8,C03,24.155972,120.6626,2
2018,12,30,15,43,臺中市,北屯區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,  ,,B03,24.183025,120.697548,3
2018,12,30,15,45,臺中市,南區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,13,16,3,10,1,1,B03,7,9,1,8,2,1,  ,16,16,1,21,8,B03,24.132397,120.661247,3
2018,12,30,15,46,臺中市,北區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,  ,23,23,1,22,8,C03,24.159103,120.682377,2
2018,12,30,15,46,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,  ,6,6,1,11,5,B03,24.244142,120.551691,2
2018,12,30,15,48,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,  ,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,12,12,1,  ,  ,B03,24.167913,120.638161,3
2018,12,30,15,50,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,3,  ,  ,  ,B03,  ,  ,1,  ,2,  ,  ,42,42,  ,5,  ,B03,24.148764,120.6722,3
2018,12,30,15,50,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,5,5,5,1,15,6,2,8,1,1,C03,7,9,1,10,1,14,  ,6,6,1,22,8,C03,24.272603,120.56773,2
2018,12,30,15,51,臺中市,沙鹿區,0,0,,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,24.220568,120.579715,3
2018,12,30,15,52,臺中市,東區,0,1,0,8,1,5,50,3,7,1,5,4,5,7,1,1,9,4,4,2,16,26,3,10,1,1,B03,7,6,1,8,2,8,  ,26,26,1,5,8,B03,24.125428,120.702683,2
2018,12,30,15,53,臺中市,神岡區,0,0,,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,24.232918,120.694931,3
